,OriginalURL,XMin,XMax,YMin,YMax,Class
0,https://c1.staticflickr.com/8/7315/12483130855_129962c83e_o.jpg,0.370625,0.9625,0.152622,0.905431,Leopard
1,https://farm2.staticflickr.com/3710/11644447156_11e19cf159_o.jpg,0.2325,0.924375,0.300188,0.9399629999999999,Leopard
2,https://farm4.staticflickr.com/7589/16643949158_a4bb01776c_o.jpg,0.0,0.999375,0.14166700000000002,0.944167,Leopard
3,https://c3.staticflickr.com/1/523/18089504933_5ae8770b38_o.jpg,0.0,0.925,0.070812,0.835924,Leopard
4,https://farm3.staticflickr.com/5018/5546319570_a0a5d37b4b_o.jpg,0.0,0.8691409999999999,0.071615,0.998698,Leopard
5,https://farm6.staticflickr.com/4112/5205791497_fa17d84613_o.jpg,0.46904300000000004,0.973734,0.2625,0.8925,Leopard
6,https://c7.staticflickr.com/4/3890/15111817319_8f6df650e7_o.jpg,0.035625,0.9075,0.151667,0.888333,Leopard
7,https://farm5.staticflickr.com/1055/3174604953_cab1578473_o.jpg,0.155625,0.999375,0.0,0.9992190000000001,Leopard
8,https://farm2.staticflickr.com/158/409000275_92920ddc49_o.jpg,0.0,0.999375,0.0,0.999066,Leopard
9,https://c4.staticflickr.com/9/8664/15851454259_9426ff39e7_o.jpg,0.0,0.839375,0.11092,0.9991399999999999,Leopard
10,https://farm7.staticflickr.com/2818/9698361992_e76b36c8df_o.jpg,0.1475,0.49,0.047842,0.9990620000000001,Leopard
11,https://farm7.staticflickr.com/2818/9698361992_e76b36c8df_o.jpg,0.5975,0.999375,0.203565,0.930582,Leopard
12,https://farm8.staticflickr.com/8102/8474235213_bf23c46f54_o.jpg,0.0,0.998233,0.115976,0.998817,Leopard
13,https://farm1.staticflickr.com/3552/3439003584_e0bc607ec4_o.jpg,0.378531,0.79096,0.17375,0.860625,Leopard
14,https://c8.staticflickr.com/1/21/25029452_6929ab844e_o.jpg,0.09628400000000001,0.559122,0.6125,0.8075,Leopard
15,https://c8.staticflickr.com/1/21/25029452_6929ab844e_o.jpg,0.23817600000000003,0.5844590000000001,0.43,0.665,Leopard
16,https://c8.staticflickr.com/1/21/25029452_6929ab844e_o.jpg,0.390203,0.601351,0.345,0.5075,Leopard
17,https://c8.staticflickr.com/1/21/25029452_6929ab844e_o.jpg,0.6875,0.839527,0.57,0.7975,Leopard
18,https://farm6.staticflickr.com/7340/10257564426_680b27ff1c_o.jpg,0.1875,0.77625,0.263602,0.565666,Leopard
19,https://c7.staticflickr.com/9/8477/8185543528_7a5802244c_o.jpg,0.465441,0.694118,0.54796,0.851158,Leopard
20,https://farm5.staticflickr.com/5532/10756209114_646cb2ba53_o.jpg,0.1875,0.440755,0.535625,0.75,Leopard
21,https://farm5.staticflickr.com/5532/10756209114_646cb2ba53_o.jpg,0.464193,0.533854,0.28625,0.34625,Leopard
22,https://farm5.staticflickr.com/5532/10756209114_646cb2ba53_o.jpg,0.6569010000000001,0.8951819999999999,0.62125,0.83125,Leopard
23,https://farm7.staticflickr.com/5048/5295618806_e7a267991f_o.jpg,0.175625,0.333125,0.401667,0.679167,Leopard
24,https://c5.staticflickr.com/4/3656/3582214429_793525f70c_o.jpg,0.0,0.865484,0.16589500000000001,0.9992280000000001,Leopard
25,https://farm7.staticflickr.com/8201/8211228221_fb39c0c212_o.jpg,0.055,0.89875,0.04409,0.9990620000000001,Leopard
26,https://farm7.staticflickr.com/3868/14468972158_a05c57821c_o.jpg,0.0,0.255,0.060038,0.35741100000000003,Leopard
27,https://farm7.staticflickr.com/3868/14468972158_a05c57821c_o.jpg,0.0,0.803125,0.12101300000000001,0.9990620000000001,Leopard
28,https://c3.staticflickr.com/9/8370/8455639548_ee2fd3592a_o.jpg,0.1925,0.688125,0.37916700000000003,0.631667,Leopard
29,https://farm3.staticflickr.com/3512/3257232988_bd369c9db8_o.jpg,0.070625,0.9625,0.237889,0.75692,Leopard
30,https://c7.staticflickr.com/8/7454/13385955683_dd4b89e8c1_o.jpg,0.40429699999999996,0.9993489999999999,0.0,0.999158,Leopard
31,https://c6.staticflickr.com/9/8498/8360460182_739d9fde8f_o.jpg,0.0,0.919375,0.21013099999999998,0.6819890000000001,Leopard
32,https://farm2.staticflickr.com/3845/15043081486_e92e90f848_o.jpg,0.094444,0.851852,0.13247899999999999,0.752137,Leopard
33,https://farm4.staticflickr.com/734/21732848612_07017f6f7c_o.jpg,0.14875,0.999375,0.026266,0.9962479999999999,Leopard
34,https://farm8.staticflickr.com/7222/7312330522_d509dd7227_o.jpg,0.093333,0.999333,0.313,0.92,Leopard
35,https://farm3.staticflickr.com/3832/10917746253_8741fe4939_o.jpg,0.095,0.44875,0.346154,0.811445,Leopard
36,https://farm3.staticflickr.com/3832/10917746253_8741fe4939_o.jpg,0.366875,0.999375,0.111632,0.9099440000000001,Leopard
37,https://farm6.staticflickr.com/3638/3564621379_8eac3863fd_o.jpg,0.17625,0.878125,0.185185,0.9489139999999999,Leopard
38,https://farm6.staticflickr.com/89/214335659_fc2dcd24d2_o.jpg,0.351562,0.999023,0.22323800000000002,0.912533,Leopard
39,https://c6.staticflickr.com/3/2580/3690992718_71cdaa526e_o.jpg,0.4175,0.59375,0.601124,0.70412,Leopard
40,https://farm7.staticflickr.com/7291/10521365436_7714bfe08b_o.jpg,0.225,0.539375,0.41088199999999997,0.8864920000000001,Leopard
41,https://c2.staticflickr.com/4/3748/9796575375_be9cdebd60_o.jpg,0.105,0.735,0.360487,0.8127340000000001,Leopard
42,https://c2.staticflickr.com/8/7304/16354517459_1998402b0d_o.jpg,0.211875,0.751875,0.38201199999999996,0.94971,Leopard
43,https://c7.staticflickr.com/9/8490/8196435499_366b724937_o.jpg,0.0675,0.971875,0.164306,0.9990559999999999,Leopard
44,https://c8.staticflickr.com/7/6179/6198099445_0e06530d33_o.jpg,0.3,0.534375,0.252083,0.96875,Leopard
45,https://c8.staticflickr.com/4/3001/3075289841_1360e9a612_o.jpg,0.06,0.954375,0.37916700000000003,0.950833,Leopard
46,https://c2.staticflickr.com/6/5030/5884841923_0de1a1455d_o.jpg,0.06328099999999999,0.37656300000000004,0.33165300000000003,0.5383060000000001,Leopard
47,https://farm2.staticflickr.com/8294/7835014422_71eafbde06_o.jpg,0.065625,0.33375,0.19681300000000002,0.676664,Leopard
48,https://farm2.staticflickr.com/8294/7835014422_71eafbde06_o.jpg,0.429375,0.940625,0.186504,0.612933,Leopard
49,https://farm2.staticflickr.com/4010/4470548614_fbe02e2b41_o.jpg,0.02625,0.999375,0.103219,0.99889,Leopard
50,https://c1.staticflickr.com/9/8618/16446842869_a4a41973c0_o.jpg,0.065193,0.931492,0.09182,0.90985,Leopard
51,https://c7.staticflickr.com/1/11/15021283_0e37a80c6d_o.jpg,0.016602000000000002,0.898438,0.404948,0.904948,Leopard
52,https://farm1.staticflickr.com/6115/6367991615_6cd2f22be9_o.jpg,0.06875,0.719792,0.707812,0.9992190000000001,Leopard
53,https://farm1.staticflickr.com/6115/6367991615_6cd2f22be9_o.jpg,0.30625,0.73125,0.060155999999999994,0.308594,Leopard
54,https://farm5.staticflickr.com/6155/6176141498_72f190b9ac_o.jpg,0.165625,0.999375,0.153771,0.880509,Leopard
55,https://farm4.staticflickr.com/3332/3607281450_c63afc6480_o.jpg,0.005625,0.985625,0.07129500000000001,0.9502809999999999,Leopard
56,https://c4.staticflickr.com/4/3270/2984615532_283471b9d5_o.jpg,0.010625,0.8125,0.227017,0.9990620000000001,Leopard
57,https://c4.staticflickr.com/4/3270/2984615532_283471b9d5_o.jpg,0.50625,0.999375,0.075047,0.9990620000000001,Leopard
58,https://c2.staticflickr.com/6/5496/11392236394_ab3340d1af_o.jpg,0.076298,0.787992,0.098333,0.8875,Leopard
59,https://farm6.staticflickr.com/7050/6977538834_fbafc47d5a_o.jpg,0.55,0.96375,0.258682,0.999291,Leopard
60,https://c2.staticflickr.com/4/3519/3171188385_5bd1529c6f_o.jpg,0.310625,0.999375,0.098438,0.9992190000000001,Leopard
61,https://c2.staticflickr.com/4/3376/3563485228_4b50f53a6d_o.jpg,0.204375,0.999375,0.111007,0.999059,Leopard
62,https://c4.staticflickr.com/4/3927/15238448470_f0be0499a4_o.jpg,0.029,0.815,0.156584,0.9715299999999999,Leopard
63,https://c1.staticflickr.com/3/2937/14472173896_b4694c45a1_o.jpg,0.0,0.57625,0.096,0.7424,Leopard
64,https://c7.staticflickr.com/9/8219/8298873125_6dbb5ac003_o.jpg,0.290625,0.808125,0.144725,0.768441,Leopard
65,https://farm7.staticflickr.com/8354/8275391223_ae07a15882_o.jpg,0.0,0.99875,0.025,0.944167,Leopard
66,https://farm3.staticflickr.com/6172/6179254590_dc620b4500_o.jpg,0.0,0.9988610000000001,0.0,0.9991530000000001,Leopard
